98.54,73,7.8,0,9.7,17.9,5.1
98.53,76,7.7,0.5,7.8,18.7,1.4
98.54,75,8.8,0.3,9.9,20.9,2.4
98.56,77,8.4,0,9.7,21.3,1.9
98.46,77,7.9,0.5,8.6,19.8,1.4
98.48,77,8.2,0.5,8.2,20.1,0.8
98.42,77,9.6,0,8.3,20.4,0.5
98.32,79,8,0,8.3,20.7,1
98.09,79,7.4,0.3,8.8,21.5,1
97.85,79,7,0.3,9.7,23.5,1.6
97.87,78,7.3,0.3,10.6,23.3,3.9
98.31,82,6,0,10.5,20.9,4.1
98.28,87,5.8,0,10.5,20.6,5.1
97.82,87,2.6,0,12.3,21.3,5.9
97.61,91,0.9,0.5,16.1,23.8,11.6
97.68,94,0.6,0,17.8,22.6,15.9
97.7,95,0,1,16.2,20.6,14.5
97.87,94,0,0.3,15.9,18.9,14
97.76,89,5.6,0.3,17.4,24.9,13.7
97.74,86,7.4,0.8,16.4,23.6,13.4
97.81,86,4.8,1.8,14,22.2,11
98.46,94,0,1.8,6.3,11.2,4.8
98.34,93,0,0.3,8.6,12.9,4.8
98.3,94,0,0,12.6,15.7,9.4
98.4,93,0,0.8,11.3,14.6,9.7
98.47,99,0,0.5,8.4,9.7,7.7
98.25,99,0,0.3,9.8,12.3,7.5
98.25,98,0,2,10.7,11.9,8.3
98.97,97,0,1.8,5.7,8.5,4.2
99.2,86,7,0.3,5.5,11.8,2.8
98.75,79,0.9,0.3,8.2,14.7,3.4
98.45,82,0,0,11.5,15,9.1
98.48,99,0,1.8,6.7,12.4,4.7
98.73,98,0,0,5.8,7.3,4.3
98.87,96,0,0.3,7.8,10.4,6
98.82,95,0,0.5,8.3,12.3,5.8
99.27,87,0,1.3,2.8,6,0.5
99.04,78,6.6,0.5,1.5,8.9,-3.2
98.7,77,6.5,0,2.5,13.5,-2.8
98.73,77,7.3,0,3.9,17.2,-3.1
99.07,81,8.3,0,3.7,13,-1.9
99,79,5.5,0.5,3.3,14,-2.6
98.96,78,5.9,0.5,4.1,14.1,-1.8
98.94,78,5.8,1,3.2,12.1,-2.4
98.7,76,6.8,0.3,3.2,14.5,-3.3
98.34,75,8.1,0.5,3.5,17,-4.2
98.07,80,5.2,0,4.8,19,-2.5
98.4,77,7,0.3,7.2,18.9,0
98.85,73,7,0.8,5.6,17.3,-1.2
98.72,71,8,0.3,5.1,17.8,-3.2
98.51,73,8,0.8,6.4,20.4,-1.8
98.33,76,8.3,0.3,6.7,20.8,-1.4
98.24,76,7.6,0.8,8,21.7,-1.2
98.54,76,7.9,0.3,9.7,20,2.9
98.72,79,5.8,0.5,7.4,18.6,0.1
98.5,81,5.9,0,7.3,18.7,0.8
98.04,78,4.3,1.3,9.8,20.3,2.6
97.84,80,4.4,0,13.1,21.9,7.5
97.81,81,5.8,0.5,14.1,24.9,8.5
97.8,85,0,0.3,14.1,21.6,10
97.66,90,0.7,0.3,15,20.3,11
97.47,99,0,0,16.1,17.4,15
97.46,98,0.4,0.5,14.7,19.3,10.9
97.49,90,1.3,0.8,10.8,15.3,8.8
97.78,95,0,2.5,4.5,10.5,2.6
98.15,95,0,1,3.8,5.9,2.5
98.35,98,0,1,3,4,1.6
98.53,82,6.6,0.5,3.9,10.6,0.3
98.5,80,7.4,0,4.8,13.4,0.6
98.52,73,4.9,0.3,5.7,15.3,-0.8
98.33,95,0,0.3,6.2,9.2,5.1
97.9,99,0,0.8,6.2,7.6,4.8
98.11,88,0.9,0.8,5.3,8,3.7
98.36,87,0,0,6,9.1,3.9
98.55,94,0,0.5,5.9,7.3,4.6
98.7,80,6.8,0.5,7.4,14.4,3.3
98.62,80,3.3,0,7,14,1.3
98.6,90,0,0.3,6.9,9.4,5.7
98.64,99,0,0.5,3.9,5.9,3.1
98.61,93,4.4,0,4.1,11.4,1.4
98.4,85,3.7,0.3,5.7,14.6,-0.3
98.14,99,0,0.3,7.4,8.8,6.6
98.11,94,0,0.5,7.9,9.9,6.6
97.9,84,2.7,1,9.9,15.7,6.8
97.93,87,0,0,11.3,14,9.3
97.91,98,0,0,11.1,12.5,10
97.81,98,0,0.5,11.9,13.9,10.9
98.28,89,3.3,0.8,8.4,14.3,6.4
98.47,81,7.1,0.3,6.8,17.6,0.6
98.25,77,7.2,0.5,8.8,20.9,1.6
98.13,86,0,0,9.3,16.9,2.6
98.25,82,0.5,0.8,13.9,20.3,10.9
98.51,95,0,0.8,10.2,14.3,8.5
98.19,90,4.5,0,13.5,21.2,9.3
98.21,90,2.6,0.8,13.9,20.6,11.2
98.39,86,4.5,0.3,13.4,22.9,7.3
98.65,79,0,0.8,15.1,20.1,11.4
98.63,70,4.4,1.3,14.1,20.1,10.8
98.28,82,3.8,0.3,13.8,23.8,8
98.12,81,8.1,0.5,17.2,26.8,12.2
97.99,97,0,1,13.5,17.6,10.3
98.28,84,3.1,0.3,11.5,16.3,8.1
98.03,83,7.8,0.3,14.4,23.6,7.7
97.78,83,3.9,0.8,17.6,25.2,13.7
97.46,78,6.4,1,18.6,27.5,13
97.62,77,6.6,0.8,17.7,26.6,11.8
97.64,83,1.3,0.3,18.4,25.9,14.2
97.67,90,1.8,0.3,17.3,23.9,14.5
97.79,84,0.4,0.5,16.3,23.5,12.9
97.64,80,2.1,0.8,17.4,25.2,12.1
97.99,92,0,1.5,7.7,19.6,5.2
98.39,84,6.5,0.5,6.9,15.6,1.4
98.3,77,7.7,0.3,9,21.5,1.5
98.42,70,9.4,0.3,11.5,24.5,1.9
98.3,75,0.1,0,13.2,20.1,10.1
98.12,84,1.5,0.3,14.6,21.4,11
97.95,95,2,0,14.3,20.9,11.5
97.87,85,4.7,0,17.4,25.5,13.4
97.58,95,0,0.3,16,20.3,14.5
97.34,95,0,0,17.2,23.1,13.8
97.21,97,0,0.5,17.3,20.3,15
97.59,96,0,0.8,13.4,16.7,11.9
98.05,99,0,0.3,13.7,16.1,13
98.33,82,4.4,0.3,15.5,22.6,11.5
98.03,80,5.4,0.3,16.9,23.7,13.4
97.53,81,5.4,0.5,18.5,29.5,12.1
97.1,78,5.3,0.5,20.9,28.6,15.8
97.15,92,0,0.5,14.9,20.9,11
97.61,96,0,0.8,11.2,12.7,10
97.41,100,0,0.3,11.1,12.7,9.7
97.46,91,0,0.5,12.8,18.7,8.6
97.2,90,1.7,0.5,17.3,24.4,12.2
97.25,89,4.4,0.3,19.8,26.6,15.6
97.11,96,0,0.5,18.2,22.1,15.4
97.44,92,0,0.8,14.8,17.1,13.9
97.56,84,6.3,0,16.8,23.9,13.7
97.67,82,6.2,0.3,17.3,27.4,10.5
97.51,79,8.8,0.3,20.5,30.1,14.4
97.23,82,5.2,0.5,21.5,30.3,15.5
97,80,7.4,1.3,22.8,32.3,17.6
96.97,82,1.9,0.3,21.9,27.5,17.7
96.79,74,6.8,2.3,24.1,29.7,20.9
96.93,78,6,1.3,22.3,29,17.1
97.08,81,7,0.3,22.6,32.4,15.9
97.36,92,0,2.3,17.2,24.1,13.9
97.71,96,0,0.5,13.8,15.7,12
97.65,100,0,0.8,12.3,13.9,10.6
98.04,93,0.5,0.8,10.3,14.4,8.9
98.05,81,7.3,0.3,12.9,24.3,6.5
97.68,74,8.8,0.8,15.8,28.2,7.7
97.14,72,10.3,2,19.4,28.9,9.6
97.17,70,5.8,1.3,24.2,30.8,19.7
97.21,77,2.3,1.3,24.1,30.6,18.4
97.51,84,0.6,1.8,20.1,25.1,16.4
97.81,99,0,1.5,13.2,16.8,11.8
97.71,93,3.5,0,16.9,22.8,12.5
97.24,88,0.8,1.3,20.8,26.1,16.6
97.06,86,0.8,0.5,22.9,29.1,18.5
97,84,4.9,0.5,24.3,32.4,20.1
97.25,82,1.2,0.8,24.4,32.3,19.4
97.47,97,0,1,18.6,25.4,14.6
97.79,99,0,0.5,12.4,14.7,10.9
97.74,97,0,0.8,14.4,17.3,11.7
97.59,93,0,0.5,17.6,21.6,15
97.41,82,7.3,0.8,21.7,30.4,16.4
97.19,84,10,1,22.3,30.5,16.7
97.07,81,8.2,0.5,23.6,31.7,16.9
97.04,81,8.5,0.8,25.7,32.6,21.1
97.25,78,9.1,1,25.6,32.7,21
97.36,82,5.7,0.5,24.5,32.4,20.4
97.36,86,4,0.8,24.3,30.3,21.4
97.27,84,4.7,0.3,24.7,30.4,20.9
97.03,78,9.8,1.5,25.2,31.8,20.1
97.18,77,7.4,1.3,23.4,29.4,20.4
97.37,91,0,0.3,19.9,22.6,18.6
97.29,89,2.3,0.3,21.9,25.8,19.4
97.29,100,0,1,18.6,21.9,17.4
97.34,96,0.4,0.5,18.7,22.9,16.7
97.48,89,0,0.5,22,25.9,18.6
97.23,95,0,0.3,21.7,25,19.5
96.83,83,0.5,2,23.2,27.7,19.5
96.99,82,9.4,0,21.8,27.5,18.1
97.12,84,7.1,0,20.8,28.3,16.3
97.01,88,3.3,0.3,20.4,25.1,18.1
97.08,83,8.4,0.5,19.8,28.8,14.8
96.87,94,0,0.3,19.3,23.4,15.7
96.66,96,0,0.5,21.6,24.3,20.1
96.59,98,0,0,22.1,24.9,20.5
96.77,97,0,0.8,20.1,23.4,17.7
97.3,88,0,0.5,18.5,21.6,16.4
97.47,86,0,0,20.5,24.9,17.4
